	idx_species	g_E	g_I	nRep
0	0.0	3.0	2.0	101.0
1	0.0	3.0	2.3684210526315788	101.0
2	0.0	3.0	2.7368421052631575	101.0
3	0.0	3.3684210526315788	2.0	101.0
4	0.0	3.3684210526315788	2.3684210526315788	101.0
5	0.0	3.3684210526315788	2.7368421052631575	101.0
6	0.0	3.3684210526315788	3.1052631578947363	101.0
7	0.0	3.736842105263158	2.0	101.0
8	0.0	3.736842105263158	2.3684210526315788	101.0
9	0.0	3.736842105263158	2.7368421052631575	101.0
10	0.0	3.736842105263158	3.1052631578947363	101.0
11	0.0	3.736842105263158	3.473684210526315	101.0
12	0.0	4.105263157894736	2.0	101.0
13	0.0	4.105263157894736	2.3684210526315788	101.0
14	0.0	4.105263157894736	2.7368421052631575	101.0
15	0.0	4.105263157894736	3.1052631578947363	101.0
16	0.0	4.105263157894736	3.473684210526315	101.0
17	0.0	4.105263157894736	3.842105263157894	101.0
18	0.0	4.473684210526316	2.0	101.0
19	0.0	4.473684210526316	2.3684210526315788	101.0
20	0.0	4.473684210526316	2.7368421052631575	101.0
21	0.0	4.473684210526316	3.1052631578947363	101.0
22	0.0	4.473684210526316	3.473684210526315	101.0
23	0.0	4.473684210526316	3.842105263157894	101.0
24	0.0	4.473684210526316	4.210526315789473	101.0
25	0.0	4.842105263157895	2.0	101.0
26	0.0	4.842105263157895	2.3684210526315788	101.0
27	0.0	4.842105263157895	2.7368421052631575	101.0
28	0.0	4.842105263157895	3.1052631578947363	101.0
29	0.0	4.842105263157895	3.473684210526315	101.0
30	0.0	4.842105263157895	3.842105263157894	101.0
31	0.0	4.842105263157895	4.210526315789473	101.0
32	0.0	4.842105263157895	4.578947368421051	101.0
33	0.0	5.2105263157894735	2.0	101.0
34	0.0	5.2105263157894735	2.3684210526315788	101.0
35	0.0	5.2105263157894735	2.7368421052631575	101.0
36	0.0	5.2105263157894735	3.1052631578947363	101.0
37	0.0	5.2105263157894735	3.473684210526315	101.0
38	0.0	5.2105263157894735	3.842105263157894	101.0
39	0.0	5.2105263157894735	4.210526315789473	101.0
40	0.0	5.2105263157894735	4.578947368421051	101.0
41	0.0	5.2105263157894735	4.94736842105263	101.0
42	0.0	5.578947368421053	2.0	101.0
43	0.0	5.578947368421053	2.3684210526315788	101.0
44	0.0	5.578947368421053	2.7368421052631575	101.0
45	0.0	5.578947368421053	3.1052631578947363	101.0
46	0.0	5.578947368421053	3.473684210526315	101.0
47	0.0	5.578947368421053	3.842105263157894	101.0
48	0.0	5.578947368421053	4.210526315789473	101.0
49	0.0	5.578947368421053	4.578947368421051	101.0
50	0.0	5.578947368421053	4.94736842105263	101.0
51	0.0	5.578947368421053	5.315789473684209	101.0
52	0.0	5.947368421052632	2.0	101.0
53	0.0	5.947368421052632	2.3684210526315788	101.0
54	0.0	5.947368421052632	2.7368421052631575	101.0
55	0.0	5.947368421052632	3.1052631578947363	101.0
56	0.0	5.947368421052632	3.473684210526315	101.0
57	0.0	5.947368421052632	3.842105263157894	101.0
58	0.0	5.947368421052632	4.210526315789473	101.0
59	0.0	5.947368421052632	4.578947368421051	101.0
60	0.0	5.947368421052632	4.94736842105263	101.0
61	0.0	5.947368421052632	5.315789473684209	101.0
62	0.0	5.947368421052632	5.684210526315788	101.0
63	0.0	6.315789473684211	2.0	101.0
64	0.0	6.315789473684211	2.3684210526315788	101.0
65	0.0	6.315789473684211	2.7368421052631575	101.0
66	0.0	6.315789473684211	3.1052631578947363	101.0
67	0.0	6.315789473684211	3.473684210526315	101.0
68	0.0	6.315789473684211	3.842105263157894	101.0
69	0.0	6.315789473684211	4.210526315789473	101.0
70	0.0	6.315789473684211	4.578947368421051	101.0
71	0.0	6.315789473684211	4.94736842105263	101.0
72	0.0	6.315789473684211	5.315789473684209	101.0
73	0.0	6.315789473684211	5.684210526315788	101.0
74	0.0	6.315789473684211	6.052631578947366	101.0
75	0.0	6.684210526315789	2.0	101.0
76	0.0	6.684210526315789	2.3684210526315788	101.0
77	0.0	6.684210526315789	2.7368421052631575	101.0
78	0.0	6.684210526315789	3.1052631578947363	101.0
79	0.0	6.684210526315789	3.473684210526315	101.0
80	0.0	6.684210526315789	3.842105263157894	101.0
81	0.0	6.684210526315789	4.210526315789473	101.0
82	0.0	6.684210526315789	4.578947368421051	101.0
83	0.0	6.684210526315789	4.94736842105263	101.0
84	0.0	6.684210526315789	5.315789473684209	101.0
85	0.0	6.684210526315789	5.684210526315788	101.0
86	0.0	6.684210526315789	6.052631578947366	101.0
87	0.0	6.684210526315789	6.421052631578945	101.0
88	0.0	7.052631578947368	2.0	101.0
89	0.0	7.052631578947368	2.3684210526315788	101.0
90	0.0	7.052631578947368	2.7368421052631575	101.0
91	0.0	7.052631578947368	3.1052631578947363	101.0
92	0.0	7.052631578947368	3.473684210526315	101.0
93	0.0	7.052631578947368	3.842105263157894	101.0
94	0.0	7.052631578947368	4.210526315789473	101.0
95	0.0	7.052631578947368	4.578947368421051	101.0
96	0.0	7.052631578947368	4.94736842105263	101.0
97	0.0	7.052631578947368	5.315789473684209	101.0
98	0.0	7.052631578947368	5.684210526315788	101.0
99	0.0	7.052631578947368	6.052631578947366	101.0
100	0.0	7.052631578947368	6.421052631578945	101.0
101	0.0	7.052631578947368	6.789473684210524	101.0
102	0.0	7.421052631578947	2.0	101.0
103	0.0	7.421052631578947	2.3684210526315788	101.0
104	0.0	7.421052631578947	2.7368421052631575	101.0
105	0.0	7.421052631578947	3.1052631578947363	101.0
106	0.0	7.421052631578947	3.473684210526315	101.0
107	0.0	7.421052631578947	3.842105263157894	101.0
108	0.0	7.421052631578947	4.210526315789473	101.0
109	0.0	7.421052631578947	4.578947368421051	101.0
110	0.0	7.421052631578947	4.94736842105263	101.0
111	0.0	7.421052631578947	5.315789473684209	101.0
112	0.0	7.421052631578947	5.684210526315788	101.0
113	0.0	7.421052631578947	6.052631578947366	101.0
114	0.0	7.421052631578947	6.421052631578945	101.0
115	0.0	7.421052631578947	6.789473684210524	101.0
116	0.0	7.421052631578947	7.157894736842103	101.0
117	0.0	7.789473684210526	2.0	101.0
118	0.0	7.789473684210526	2.3684210526315788	101.0
119	0.0	7.789473684210526	2.7368421052631575	101.0
120	0.0	7.789473684210526	3.1052631578947363	101.0
121	0.0	7.789473684210526	3.473684210526315	101.0
122	0.0	7.789473684210526	3.842105263157894	101.0
123	0.0	7.789473684210526	4.210526315789473	101.0
124	0.0	7.789473684210526	4.578947368421051	101.0
125	0.0	7.789473684210526	4.94736842105263	101.0
126	0.0	7.789473684210526	5.315789473684209	101.0
127	0.0	7.789473684210526	5.684210526315788	101.0
128	0.0	7.789473684210526	6.052631578947366	101.0
129	0.0	7.789473684210526	6.421052631578945	101.0
130	0.0	7.789473684210526	6.789473684210524	101.0
131	0.0	7.789473684210526	7.157894736842103	101.0
132	0.0	7.789473684210526	7.526315789473681	101.0
133	0.0	8.157894736842106	2.0	101.0
134	0.0	8.157894736842106	2.3684210526315788	101.0
135	0.0	8.157894736842106	2.7368421052631575	101.0
136	0.0	8.157894736842106	3.1052631578947363	101.0
137	0.0	8.157894736842106	3.473684210526315	101.0
138	0.0	8.157894736842106	3.842105263157894	101.0
139	0.0	8.157894736842106	4.210526315789473	101.0
140	0.0	8.157894736842106	4.578947368421051	101.0
141	0.0	8.157894736842106	4.94736842105263	101.0
142	0.0	8.157894736842106	5.315789473684209	101.0
143	0.0	8.157894736842106	5.684210526315788	101.0
144	0.0	8.157894736842106	6.052631578947366	101.0
145	0.0	8.157894736842106	6.421052631578945	101.0
146	0.0	8.157894736842106	6.789473684210524	101.0
147	0.0	8.157894736842106	7.157894736842103	101.0
148	0.0	8.157894736842106	7.526315789473681	101.0
149	0.0	8.157894736842106	7.89473684210526	101.0
150	0.0	8.526315789473685	2.0	101.0
151	0.0	8.526315789473685	2.3684210526315788	101.0
152	0.0	8.526315789473685	2.7368421052631575	101.0
153	0.0	8.526315789473685	3.1052631578947363	101.0
154	0.0	8.526315789473685	3.473684210526315	101.0
155	0.0	8.526315789473685	3.842105263157894	101.0
156	0.0	8.526315789473685	4.210526315789473	101.0
157	0.0	8.526315789473685	4.578947368421051	101.0
158	0.0	8.526315789473685	4.94736842105263	101.0
159	0.0	8.526315789473685	5.315789473684209	101.0
160	0.0	8.526315789473685	5.684210526315788	101.0
161	0.0	8.526315789473685	6.052631578947366	101.0
162	0.0	8.526315789473685	6.421052631578945	101.0
163	0.0	8.526315789473685	6.789473684210524	101.0
164	0.0	8.526315789473685	7.157894736842103	101.0
165	0.0	8.526315789473685	7.526315789473681	101.0
166	0.0	8.526315789473685	7.89473684210526	101.0
167	0.0	8.526315789473685	8.263157894736839	101.0
168	0.0	8.894736842105264	2.0	101.0
169	0.0	8.894736842105264	2.3684210526315788	101.0
170	0.0	8.894736842105264	2.7368421052631575	101.0
171	0.0	8.894736842105264	3.1052631578947363	101.0
172	0.0	8.894736842105264	3.473684210526315	101.0
173	0.0	8.894736842105264	3.842105263157894	101.0
174	0.0	8.894736842105264	4.210526315789473	101.0
175	0.0	8.894736842105264	4.578947368421051	101.0
176	0.0	8.894736842105264	4.94736842105263	101.0
177	0.0	8.894736842105264	5.315789473684209	101.0
178	0.0	8.894736842105264	5.684210526315788	101.0
179	0.0	8.894736842105264	6.052631578947366	101.0
180	0.0	8.894736842105264	6.421052631578945	101.0
181	0.0	8.894736842105264	6.789473684210524	101.0
182	0.0	8.894736842105264	7.157894736842103	101.0
183	0.0	8.894736842105264	7.526315789473681	101.0
184	0.0	8.894736842105264	7.89473684210526	101.0
185	0.0	8.894736842105264	8.263157894736839	101.0
186	0.0	8.894736842105264	8.631578947368418	101.0
187	0.0	9.263157894736842	2.0	101.0
188	0.0	9.263157894736842	2.3684210526315788	101.0
189	0.0	9.263157894736842	2.7368421052631575	101.0
190	0.0	9.263157894736842	3.1052631578947363	101.0
191	0.0	9.263157894736842	3.473684210526315	101.0
192	0.0	9.263157894736842	3.842105263157894	101.0
193	0.0	9.263157894736842	4.210526315789473	101.0
194	0.0	9.263157894736842	4.578947368421051	101.0
195	0.0	9.263157894736842	4.94736842105263	101.0
196	0.0	9.263157894736842	5.315789473684209	101.0
197	0.0	9.263157894736842	5.684210526315788	101.0
198	0.0	9.263157894736842	6.052631578947366	101.0
199	0.0	9.263157894736842	6.421052631578945	101.0
200	0.0	9.263157894736842	6.789473684210524	101.0
201	0.0	9.263157894736842	7.157894736842103	101.0
202	0.0	9.263157894736842	7.526315789473681	101.0
203	0.0	9.263157894736842	7.89473684210526	101.0
204	0.0	9.263157894736842	8.263157894736839	101.0
205	0.0	9.263157894736842	8.631578947368418	101.0
206	0.0	9.263157894736842	8.999999999999996	101.0
207	0.0	9.631578947368421	2.0	101.0
208	0.0	9.631578947368421	2.3684210526315788	101.0
209	0.0	9.631578947368421	2.7368421052631575	101.0
210	0.0	9.631578947368421	3.1052631578947363	101.0
211	0.0	9.631578947368421	3.473684210526315	101.0
212	0.0	9.631578947368421	3.842105263157894	101.0
213	0.0	9.631578947368421	4.210526315789473	101.0
214	0.0	9.631578947368421	4.578947368421051	101.0
215	0.0	9.631578947368421	4.94736842105263	101.0
216	0.0	9.631578947368421	5.315789473684209	101.0
217	0.0	9.631578947368421	5.684210526315788	101.0
218	0.0	9.631578947368421	6.052631578947366	101.0
219	0.0	9.631578947368421	6.421052631578945	101.0
220	0.0	9.631578947368421	6.789473684210524	101.0
221	0.0	9.631578947368421	7.157894736842103	101.0
222	0.0	9.631578947368421	7.526315789473681	101.0
223	0.0	9.631578947368421	7.89473684210526	101.0
224	0.0	9.631578947368421	8.263157894736839	101.0
225	0.0	9.631578947368421	8.631578947368418	101.0
226	0.0	9.631578947368421	8.999999999999996	101.0
227	0.0	9.631578947368421	9.368421052631575	101.0
228	0.0	10.0	2.0	101.0
229	0.0	10.0	2.3684210526315788	101.0
230	0.0	10.0	2.7368421052631575	101.0
231	0.0	10.0	3.1052631578947363	101.0
232	0.0	10.0	3.473684210526315	101.0
233	0.0	10.0	3.842105263157894	101.0
234	0.0	10.0	4.210526315789473	101.0
235	0.0	10.0	4.578947368421051	101.0
236	0.0	10.0	4.94736842105263	101.0
237	0.0	10.0	5.315789473684209	101.0
238	0.0	10.0	5.684210526315788	101.0
239	0.0	10.0	6.052631578947366	101.0
240	0.0	10.0	6.421052631578945	101.0
241	0.0	10.0	6.789473684210524	101.0
242	0.0	10.0	7.157894736842103	101.0
243	0.0	10.0	7.526315789473681	101.0
244	0.0	10.0	7.89473684210526	101.0
245	0.0	10.0	8.263157894736839	101.0
246	0.0	10.0	8.631578947368418	101.0
247	0.0	10.0	8.999999999999996	101.0
248	0.0	10.0	9.368421052631575	101.0
249	0.0	10.0	9.736842105263154	101.0
250	1.0	3.0	2.0	101.0
251	1.0	3.0	2.3684210526315788	101.0
252	1.0	3.0	2.7368421052631575	101.0
253	1.0	3.3684210526315788	2.0	101.0
254	1.0	3.3684210526315788	2.3684210526315788	101.0
255	1.0	3.3684210526315788	2.7368421052631575	101.0
256	1.0	3.3684210526315788	3.1052631578947363	101.0
257	1.0	3.736842105263158	2.0	101.0
258	1.0	3.736842105263158	2.3684210526315788	101.0
259	1.0	3.736842105263158	2.7368421052631575	101.0
260	1.0	3.736842105263158	3.1052631578947363	101.0
261	1.0	3.736842105263158	3.473684210526315	101.0
262	1.0	4.105263157894736	2.0	101.0
263	1.0	4.105263157894736	2.3684210526315788	101.0
264	1.0	4.105263157894736	2.7368421052631575	101.0
265	1.0	4.105263157894736	3.1052631578947363	101.0
266	1.0	4.105263157894736	3.473684210526315	101.0
267	1.0	4.105263157894736	3.842105263157894	101.0
268	1.0	4.473684210526316	2.0	101.0
269	1.0	4.473684210526316	2.3684210526315788	101.0
270	1.0	4.473684210526316	2.7368421052631575	101.0
271	1.0	4.473684210526316	3.1052631578947363	101.0
272	1.0	4.473684210526316	3.473684210526315	101.0
273	1.0	4.473684210526316	3.842105263157894	101.0
274	1.0	4.473684210526316	4.210526315789473	101.0
275	1.0	4.842105263157895	2.0	101.0
276	1.0	4.842105263157895	2.3684210526315788	101.0
277	1.0	4.842105263157895	2.7368421052631575	101.0
278	1.0	4.842105263157895	3.1052631578947363	101.0
279	1.0	4.842105263157895	3.473684210526315	101.0
280	1.0	4.842105263157895	3.842105263157894	101.0
281	1.0	4.842105263157895	4.210526315789473	101.0
282	1.0	4.842105263157895	4.578947368421051	101.0
283	1.0	5.2105263157894735	2.0	101.0
284	1.0	5.2105263157894735	2.3684210526315788	101.0
285	1.0	5.2105263157894735	2.7368421052631575	101.0
286	1.0	5.2105263157894735	3.1052631578947363	101.0
287	1.0	5.2105263157894735	3.473684210526315	101.0
288	1.0	5.2105263157894735	3.842105263157894	101.0
289	1.0	5.2105263157894735	4.210526315789473	101.0
290	1.0	5.2105263157894735	4.578947368421051	101.0
291	1.0	5.2105263157894735	4.94736842105263	101.0
292	1.0	5.578947368421053	2.0	101.0
293	1.0	5.578947368421053	2.3684210526315788	101.0
294	1.0	5.578947368421053	2.7368421052631575	101.0
295	1.0	5.578947368421053	3.1052631578947363	101.0
296	1.0	5.578947368421053	3.473684210526315	101.0
297	1.0	5.578947368421053	3.842105263157894	101.0
298	1.0	5.578947368421053	4.210526315789473	101.0
299	1.0	5.578947368421053	4.578947368421051	101.0
300	1.0	5.578947368421053	4.94736842105263	101.0
301	1.0	5.578947368421053	5.315789473684209	101.0
302	1.0	5.947368421052632	2.0	101.0
303	1.0	5.947368421052632	2.3684210526315788	101.0
304	1.0	5.947368421052632	2.7368421052631575	101.0
305	1.0	5.947368421052632	3.1052631578947363	101.0
306	1.0	5.947368421052632	3.473684210526315	101.0
307	1.0	5.947368421052632	3.842105263157894	101.0
308	1.0	5.947368421052632	4.210526315789473	101.0
309	1.0	5.947368421052632	4.578947368421051	101.0
310	1.0	5.947368421052632	4.94736842105263	101.0
311	1.0	5.947368421052632	5.315789473684209	101.0
312	1.0	5.947368421052632	5.684210526315788	101.0
313	1.0	6.315789473684211	2.0	101.0
314	1.0	6.315789473684211	2.3684210526315788	101.0
315	1.0	6.315789473684211	2.7368421052631575	101.0
316	1.0	6.315789473684211	3.1052631578947363	101.0
317	1.0	6.315789473684211	3.473684210526315	101.0
318	1.0	6.315789473684211	3.842105263157894	101.0
319	1.0	6.315789473684211	4.210526315789473	101.0
320	1.0	6.315789473684211	4.578947368421051	101.0
321	1.0	6.315789473684211	4.94736842105263	101.0
322	1.0	6.315789473684211	5.315789473684209	101.0
323	1.0	6.315789473684211	5.684210526315788	101.0
324	1.0	6.315789473684211	6.052631578947366	101.0
325	1.0	6.684210526315789	2.0	101.0
326	1.0	6.684210526315789	2.3684210526315788	101.0
327	1.0	6.684210526315789	2.7368421052631575	101.0
328	1.0	6.684210526315789	3.1052631578947363	101.0
329	1.0	6.684210526315789	3.473684210526315	101.0
330	1.0	6.684210526315789	3.842105263157894	101.0
331	1.0	6.684210526315789	4.210526315789473	101.0
332	1.0	6.684210526315789	4.578947368421051	101.0
333	1.0	6.684210526315789	4.94736842105263	101.0
334	1.0	6.684210526315789	5.315789473684209	101.0
335	1.0	6.684210526315789	5.684210526315788	101.0
